method,RMSE,NDCG,F1,MAE
SVD,0.9648746277282004,0.8908053079968467,0.7275229357798165,0.7599024988653059
BIASEDMF,0.9754238978458583,0.8786512684848383,0.7240598096964205,0.771147367037119
NMF,1.0125756424972951,0.8839390159066023,0.705825710158883,0.7943121195437369
StochasticItemKNN,1.1038759268980007,0.8402685407539817,0.6294820717131474,0.8722464492119015
BayesianRidge,0.9609731339790917,0.8906840090212107,0.7258612324114507,0.7662537559682483
Tweedie,0.9643828131919506,0.8911069870139855,0.7042110603754439,0.7704147894754813
Ridge,0.9607850524042005,0.8914102955545321,0.7251575375666505,0.7658398903442841
RandomForest,0.9674305281379444,0.8841398142627577,0.72265625,0.7666933559776302
Bagging,0.9944711912754634,0.8735797675520888,0.6922330097087379,0.78944418691637
AdaBoost,0.9691100989380007,0.8856524502423764,0.7246236036911122,0.7648883025167154
GradientBoosting,0.972628129807715,0.882628195129931,0.728564661297963,0.7721868983720154
LinearSVR,0.9601458946956973,0.8888593841783516,0.7276951672862454,0.7591049000488359
