method,RMSE,NDCG,F1,MAE
SVD,0.9007469315765201,0.8842074542160253,0.723160522837421,0.7104405611660398
BIASEDMF,0.9005473212676699,0.8830979005477501,0.7294083100866245,0.7081660825811757
NMF,0.954618266437762,0.8691559593336439,0.6906409870598856,0.7521233703183036
StochasticItemKNN,1.0343132836726816,0.8267165092619111,0.6837719878322973,0.8110591677613997
BayesianRidge,0.8947374264600044,0.8846059398613978,0.7254931039596618,0.7054460152352694
Tweedie,0.8998924076045185,0.8855205703032873,0.7132802937576499,0.711671325096052
Ridge,0.8947229114082882,0.8850787583824229,0.7254116599910992,0.7054167180137885
RandomForest,0.8955396973170141,0.8832982788994679,0.7286866359447005,0.708970419294502
Bagging,0.9145739945257317,0.8773379104092875,0.7143483984203598,0.7237223860579552
AdaBoost,0.8958286159063575,0.8830233488797657,0.7288382953882078,0.7160901561323896
GradientBoosting,0.897577323027573,0.8824280931940186,0.7279604306080885,0.7103296682040035
LinearSVR,0.9017148274875088,0.8848848354883848,0.7327413348610713,0.7070936850784738
