method,RMSE,NDCG,F1,MAE
SVD,0.8929453033784872,0.8938329223457473,0.7419399094525998,0.6997568726211142
BIASEDMF,0.8800599718676952,0.8996046040299166,0.7516044045125988,0.6886432634535826
NMF,0.9121160036168701,0.8833214685970752,0.7312683131017162,0.7157528478713808
StochasticItemKNN,1.053732077512311,0.8458145775341693,0.7064688715953308,0.8256416317665556
BayesianRidge,0.8719663274901914,0.899685460837667,0.7390652871922939,0.6880560474067654
Tweedie,0.8829374202182331,0.9012991104818573,0.7254829398268078,0.6977814152016693
Ridge,0.8719730956272999,0.899634720039098,0.7387425961607079,0.6880547679275799
RandomForest,0.8742564063100988,0.899514616995194,0.7401149996450628,0.6892855723360338
Bagging,0.8934828652599641,0.890296049161113,0.7249214061160332,0.7073379492901053
AdaBoost,0.8777370130826208,0.8965645563116155,0.733270635896694,0.6948656857033719
GradientBoosting,0.8740488088776844,0.8982941884092633,0.7375277360246224,0.6900032736118583
LinearSVR,0.8742980472608689,0.8991782898167086,0.7461688492616327,0.6858955245413964
