method,RMSE,NDCG,F1,MAE
SVD,0.9441591728291066,0.8821359453293808,0.7356115107913669,0.7453302063468925
BIASEDMF,0.9534798728939469,0.8805128255025313,0.7285456187895212,0.7514182119407522
NMF,1.0002875942319958,0.8672158431095339,0.7091118800461361,0.781871267830604
StochasticItemKNN,1.050789469113149,0.832285416430972,0.684739833843463,0.822604587210748
BayesianRidge,0.9370327781092805,0.8853782349084652,0.7244755244755244,0.7407608971730426
Tweedie,0.9427853293561442,0.8860776984507004,0.7075517075517076,0.7481593534147349
Ridge,0.9371604557438491,0.8853903662472051,0.7228184787680821,0.7408761427353169
RandomForest,0.9385112161564093,0.8824563364650134,0.7272305909617613,0.7454417524694138
Bagging,0.9534650406882124,0.8733956005960246,0.7181860249884313,0.755596521308873
AdaBoost,0.9457138904799112,0.8823590316416692,0.7262621584066697,0.7553618228926543
GradientBoosting,0.9416029543977598,0.8832615714117034,0.725167862931234,0.7483777164584757
LinearSVR,0.936385357850922,0.8871785584847973,0.7342003194159251,0.735836918149777
