method,RMSE,NDCG,F1,MAE
SVD,0.8919345658020282,0.9009281928661982,0.7460708520941296,0.698797152351072
BIASEDMF,0.8816867970901816,0.9029405771947043,0.753733232093141,0.6886011298690181
NMF,0.9166572075025448,0.8893617571677808,0.7302248849526787,0.7164381845323577
StochasticItemKNN,1.0534298691809674,0.849395248576793,0.7078029054964805,0.8242227732212365
BayesianRidge,0.8758858222480082,0.9028419486028922,0.7367016545098737,0.6896545841994218
Tweedie,0.8848869312999712,0.9050052243204215,0.722299232972923,0.6984953931523479
Ridge,0.87591532740841,0.9027680875966847,0.7362989323843416,0.6896633726840962
RandomForest,0.8790695159792464,0.9048211024328179,0.7339614176760879,0.6922606586372549
Bagging,0.8945045895202677,0.8946816470078045,0.7199711867459031,0.7074464523953912
AdaBoost,0.8826832690047747,0.9010181745912532,0.7378503015253636,0.6970882231238131
GradientBoosting,0.8780716317018014,0.9041588091208496,0.73545162441985,0.6927056491384369
LinearSVR,0.8769484923301989,0.9029110801231376,0.7447844228094576,0.6869385118383126
