method,RMSE,NDCG,F1,MAE
SVD,0.9319642608525527,0.8739882702485099,0.704438149197356,0.7335765300201395
BIASEDMF,0.9364659459373023,0.8764091043548538,0.703936109526526,0.7354703930588303
NMF,0.9944243337829567,0.8672865470706002,0.6506904955320877,0.786271581733934
StochasticItemKNN,1.0687308857488589,0.8163933615023532,0.6513504033672396,0.8426219925549648
BayesianRidge,0.9293345978824833,0.8770578736803626,0.7022813688212928,0.7323504671795342
Tweedie,0.933145382824253,0.8769029408343294,0.6874629812438302,0.7388750871238176
Ridge,0.9293670302103242,0.8775533544842962,0.7020144431774991,0.7323307679505606
RandomForest,0.9279123770891852,0.8786185020790506,0.7168840712842183,0.7328702947883426
Bagging,0.9488390649259923,0.862994785028109,0.6957331842742687,0.7519740350510925
AdaBoost,0.9275919787302355,0.8765776141097674,0.7156267255659856,0.7334395782035609
GradientBoosting,0.9316145191918579,0.876013886572366,0.7105019448045934,0.7353835625627496
LinearSVR,0.9348701847354082,0.8770979194165547,0.7110210099520826,0.7326483202031895
