method,RMSE,NDCG,F1,MAE
SVD,0.9265368755566927,0.8860294205182175,0.7090592334494773,0.7296974684173841
BIASEDMF,0.9367346148020178,0.8835452511595836,0.6998841251448435,0.7372553914577546
NMF,1.0019142265429932,0.8694203781341792,0.6927909063715226,0.7860707237320408
StochasticItemKNN,1.0620679509606512,0.8397741573192234,0.671712924025792,0.827957744766368
BayesianRidge,0.9308324192259306,0.8881044237902096,0.699495698605755,0.7337345814238883
Tweedie,0.9329934783026038,0.885204650767222,0.6842427958307786,0.7398440540652556
Ridge,0.9309568015407237,0.8881253777732225,0.7002668247850579,0.7338619645864318
RandomForest,0.9291346178334646,0.8841862680484599,0.7009947337624342,0.7321004627645727
Bagging,0.9464666803743961,0.8806008009480575,0.700759789596727,0.7493159592533455
AdaBoost,0.9312933559754195,0.884024832874726,0.7037796659830061,0.7387335291397713
GradientBoosting,0.932375910917373,0.8850501531741564,0.7090803932909197,0.7348558163805877
LinearSVR,0.9344452209793677,0.8859377904253604,0.7094535993061578,0.7327483506326498
