method,RMSE,NDCG,F1,MAE
SVD,0.9362510494260692,0.872739284147138,0.7246764837126283,0.7427299031585398
BIASEDMF,0.9432861279710854,0.8750135059035917,0.718132854578097,0.7483020329979662
NMF,0.9894018251702636,0.8573230727859558,0.6853538892782061,0.787848981923225
StochasticItemKNN,1.0474458939698892,0.8197533196588358,0.6673715373229012,0.8254175626881978
BayesianRidge,0.9325886421840889,0.8748109530838855,0.7183226982680037,0.7424339476233623
Tweedie,0.9352331215796552,0.8740096011740771,0.7016377877996677,0.7454684062278492
Ridge,0.9327000338216428,0.8746232463028761,0.7181590339485077,0.7424780637583946
RandomForest,0.9308772822412122,0.8758892580970533,0.7317181595910203,0.744200930727898
Bagging,0.9490831309544286,0.8647036794152276,0.7085610200364298,0.757836956140826
AdaBoost,0.9346671493871845,0.8742928378790865,0.7049411764705882,0.7509520891950723
GradientBoosting,0.9358515764658335,0.8748213995037466,0.723537293434569,0.7506620934261982
LinearSVR,0.9320700924225633,0.8748136269467465,0.729640256014125,0.7378591226485969
