method,RMSE,NDCG,F1,MAE
SVD,0.9269257561664833,0.8852570992921,0.7068366164542295,0.7296169279928101
BIASEDMF,0.936063276248438,0.8858464974735493,0.6981566820276498,0.735930714501721
NMF,0.9920679019354645,0.8686143010389072,0.679456906729634,0.7791874482904174
StochasticItemKNN,1.0637769711644824,0.8409484862355207,0.6737489516354487,0.8290720965476894
BayesianRidge,0.9304560183966378,0.8881502255563104,0.7019002375296912,0.7328876326817214
Tweedie,0.9329050797980957,0.8869761382333177,0.6872327428222358,0.7392221688383789
Ridge,0.9305950470860145,0.8876083368942178,0.7032315446190335,0.7329992408470828
RandomForest,0.9288832262656614,0.8850000652027287,0.7086477074869414,0.7310971235796209
Bagging,0.9487673632414914,0.8802472356131551,0.6872609591056194,0.7499158212059166
AdaBoost,0.9319482809448141,0.8842633951251229,0.7077189939288812,0.7327887740293422
GradientBoosting,0.9315886950228978,0.8870353283813766,0.7119815668202765,0.7304310542592353
LinearSVR,0.9352710715484293,0.8866515671883399,0.7131382673551349,0.7326902625704691
