method,RMSE,NDCG,F1,MAE
SVD,0.9265749260154351,0.8855766035751971,0.7096960926193921,0.729784702484305
BIASEDMF,0.9372379728440804,0.8860618169715941,0.6976878612716763,0.737493178079838
NMF,0.9793054351853198,0.8729350587526264,0.6850795556889823,0.7684958459545592
StochasticItemKNN,1.0560847444642194,0.8432318259194289,0.6802115224046758,0.8231801491131548
BayesianRidge,0.9271219509248263,0.8861671426383083,0.6962518740629685,0.7300636900959336
Tweedie,0.9296546063458551,0.8863790264551725,0.6853275915103045,0.7355474518806936
Ridge,0.9272763378756448,0.8866988075484967,0.6958608278344331,0.7302091064967104
RandomForest,0.9261705297737031,0.8839118079642471,0.7145318782309018,0.728761624981643
Bagging,0.9430294450369834,0.8834818880895922,0.7010853622763273,0.741516117301257
AdaBoost,0.9318456566389802,0.8840878354351452,0.7252440725244073,0.7331524582935146
GradientBoosting,0.9263630436174475,0.8877161196161637,0.7135010118531367,0.7276828545898899
LinearSVR,0.9301297151700824,0.8860203802980045,0.7079439252336449,0.7289248616421041
