method,RMSE,NDCG,F1,MAE
SVD,0.9357492664293322,0.8719676081406748,0.7232242262302383,0.7427043044512349
BIASEDMF,0.943452772244292,0.8717002123545916,0.7201783723522854,0.7475237487032702
NMF,0.9909653933903467,0.8612161886904521,0.6875,0.7856827114794603
StochasticItemKNN,1.0534987102311741,0.8131438434294841,0.6583614864864865,0.8330864770301198
BayesianRidge,0.9312407790505577,0.87422010317765,0.7189066059225513,0.7414725750907537
Tweedie,0.9347013795671095,0.8751817746715692,0.7021125089010206,0.7451004651785105
Ridge,0.9312849781181912,0.8742546269986095,0.7186147186147186,0.7414876799046087
RandomForest,0.9317070432679059,0.8724998773817892,0.7363420427553444,0.7438860899111999
Bagging,0.9469706465133314,0.8640547557545704,0.701123595505618,0.7585711812911701
AdaBoost,0.9364407053791095,0.8701696852343479,0.7179603915319827,0.7516771159084209
GradientBoosting,0.9358958887961385,0.8705838898664295,0.7310133508426352,0.7484565957763053
LinearSVR,0.9316858898677781,0.8750406892440555,0.7342381786339754,0.7375498911639029
