method,RMSE,NDCG,F1,MAE
SVD,0.8996084252926329,0.9031162838216468,0.7392985363159348,0.7018452698276415
BIASEDMF,0.9009044661729304,0.905858948750724,0.7450498429605353,0.6999198906725086
NMF,0.935025555618857,0.8903444346866213,0.7238598442714127,0.7269769473612466
StochasticItemKNN,1.0571634615324061,0.8460720587539129,0.7095359883083668,0.8205563163151809
BayesianRidge,0.8940405781848572,0.9070259469994291,0.7288478198094138,0.7022998728276599
Tweedie,0.8981472565278612,0.9071447567503784,0.7152496626180836,0.7053650722322736
Ridge,0.8940853941970436,0.9070240994455361,0.7288478198094138,0.702319157747008
RandomForest,0.8950937855098171,0.906680003668985,0.7402105263157894,0.7018842988173292
Bagging,0.9137844434458664,0.8892387365408153,0.7239767738280697,0.7204545105935756
AdaBoost,0.8986070515601524,0.9059328950301978,0.727906976744186,0.7055634434635402
GradientBoosting,0.8971462546829284,0.9048757363405309,0.7392841986136653,0.7035322077493661
LinearSVR,0.8956131649182689,0.9071407624360586,0.7373780229104794,0.6987302961667347
