method,RMSE,NDCG,F1,MAE
SVD,0.8919725547231414,0.9012553807147838,0.7479356431429302,0.698307736000435
BIASEDMF,0.8821364240433794,0.902887547697168,0.7540043837464171,0.6888718596518713
NMF,0.9157759565197212,0.8878582043610868,0.7289361331358369,0.717820370861978
StochasticItemKNN,1.0568318337712466,0.8478233503535821,0.7068333208592171,0.8256899221080519
BayesianRidge,0.8767354885376029,0.9030870764763936,0.7390259104264981,0.6897880052843826
Tweedie,0.8860596324311889,0.9049652564069491,0.7201330499861406,0.6992029392825863
Ridge,0.8767647716113753,0.9030910885279166,0.7390723760348972,0.6897961625531152
RandomForest,0.8791639038896948,0.9016439207721255,0.7343003874222903,0.6931548903248456
Bagging,0.8930417249685171,0.8931565807630917,0.7258887794394198,0.7062112795633717
AdaBoost,0.8831089681911513,0.9003579308083378,0.7358456867297731,0.6987692907469222
GradientBoosting,0.8790456866279646,0.9026362227891549,0.7377634869596285,0.6935571484269043
LinearSVR,0.8781446930356698,0.9022995296799162,0.7470214801287068,0.6878300613105582
