method,RMSE,NDCG,F1,MAE
SVD,0.9838459502791895,0.8972299393233072,0.6835443037974683,0.7925868862247286
BIASEDMF,0.9938300441334261,0.8884916293690737,0.6840148698884758,0.7973255046997697
NMF,1.4581080957277268,0.8723529298813498,0.6176354290233294,1.0716327878119785
StochasticItemKNN,1.4798291556423355,0.8247230676936776,0.6015256084271704,1.0905854802433446
BayesianRidge,1.0327904636897351,0.8983745366313362,0.6403508771929824,0.8304307703718061
Tweedie,1.055022000626902,0.8968220754467946,0.6222038111019056,0.8446360956012214
Ridge,1.0311739647051512,0.8972303996810801,0.6390107698444356,0.8294401333248023
RandomForest,1.0284220918002431,0.9016078128658662,0.6380072318200081,0.8279473501189749
Bagging,1.0848774024050554,0.8833421350035161,0.6267095736122285,0.8655623561005144
AdaBoost,1.0377520163135292,0.9023757223885722,0.6408619313647247,0.8378488110425577
GradientBoosting,1.0752313215853464,0.8986070784612536,0.6412092283214001,0.8592330445985138
LinearSVR,1.0203787987711526,0.8985351654827398,0.6555984555984556,0.8184945215673839
