method,RMSE,NDCG,F1,MAE
SVD,0.8831382058604803,0.8942863864525185,0.7314125087842586,0.6897457757645644
BIASEDMF,0.8659169817570018,0.8999252113492587,0.7429123266882803,0.675548093409213
NMF,0.9079335191180877,0.8805575497671216,0.7149910554561717,0.7106318611207926
StochasticItemKNN,1.0323702485551451,0.8321255321169264,0.7008866638518608,0.8018368893904052
BayesianRidge,0.8591643060183167,0.9009488107029869,0.7291057860900059,0.6774067989048337
Tweedie,0.8697704508818889,0.9014008975287463,0.7064220183486238,0.6883767780612563
Ridge,0.8591386187566522,0.9008969528969387,0.7289200642992839,0.6773821159687534
RandomForest,0.8619934935723932,0.8999350457329972,0.7353066742564395,0.6781372075646167
Bagging,0.8806708593726085,0.8899267577994645,0.7179672795714492,0.6954664619012161
AdaBoost,0.8657954466273513,0.8996247626096209,0.7437585733882031,0.6854050517475321
GradientBoosting,0.8632303126433719,0.9004084151838133,0.7364615820810887,0.6789349689274055
LinearSVR,0.8610261931448183,0.9009358720495456,0.7355571327182399,0.6740334068302585
