method,RMSE,NDCG,F1,MAE
SVD,0.9124210180836747,0.8943873338956226,0.7379679144385026,0.711578061637284
BIASEDMF,0.9055420846329895,0.9006943810240273,0.7483733899880494,0.7042739939232241
NMF,0.95389410601674,0.8879887423205771,0.7188445667125172,0.7409024531296478
StochasticItemKNN,1.0633553494438808,0.8452057559974125,0.699625468164794,0.8282137451475318
BayesianRidge,0.8988344271402725,0.9020206417992428,0.7325661999168168,0.7059222576709286
Tweedie,0.9079833802487393,0.9014904940443559,0.7139137980908302,0.7136909358801353
Ridge,0.8987900820788215,0.9019628493741348,0.7329450915141431,0.7058653611619808
RandomForest,0.902475412703568,0.9017123341801907,0.7450822962665596,0.70536307744735
Bagging,0.9217741486039355,0.8923396726312488,0.7246055909216718,0.7245782023303775
AdaBoost,0.9050022016600476,0.9013215512735946,0.7487084382037356,0.7105613059552224
GradientBoosting,0.9026906026060894,0.9018138654699503,0.7431649831649831,0.7066824384759335
LinearSVR,0.9018401124519312,0.9021215107559234,0.7407907165024963,0.7024313116941794
