method,RMSE,NDCG,F1,MAE
SVD,0.9101587258572533,0.8961638368485326,0.7400480897675661,0.7103566367439854
BIASEDMF,0.9064516028891617,0.9013392703256894,0.7483083454955552,0.7056040171835369
NMF,0.9472964911970344,0.8871764364185657,0.7226477024070022,0.7375911888700516
StochasticItemKNN,1.065447867153929,0.8477085602219077,0.698468053306763,0.8286992137095587
BayesianRidge,0.8994613772381946,0.9027163115411548,0.7353104212860311,0.7068874885471146
Tweedie,0.9068937588029582,0.9020028567543841,0.7148629148629149,0.7132513449266329
Ridge,0.8994632548551287,0.9025057171349611,0.7352818949993074,0.7068653679036692
RandomForest,0.9022039260698177,0.9012415565741414,0.736640175390518,0.707079968305811
Bagging,0.9184537133435304,0.8929912140551207,0.7228118538938663,0.7224239118788013
AdaBoost,0.9048964974407199,0.902708327944322,0.7336850874757012,0.7117096335585869
GradientBoosting,0.902578469345625,0.9023566167973384,0.738436348751535,0.7081433339567761
LinearSVR,0.9027166694222059,0.9026045502521045,0.7435446802757875,0.7035765952309848
