method,RMSE,NDCG,F1,MAE
SVD,0.8924315551244366,0.8931140308980221,0.7431236710336786,0.6992297211419786
BIASEDMF,0.8798631646338858,0.8992123094915299,0.7526504152880006,0.6884253379440114
NMF,0.9082014819642463,0.887950912707604,0.7307181315991889,0.7144640093664688
StochasticItemKNN,1.0533463544256085,0.8433293247550832,0.7106914407554067,0.8234879767281877
BayesianRidge,0.8725634917021357,0.8986921097677685,0.7378183634158522,0.6876842506984983
Tweedie,0.8822343508584879,0.9011664480858531,0.7244572868044751,0.6971108278622715
Ridge,0.8725768340916135,0.8988739928008417,0.7378183634158522,0.6876846702972196
RandomForest,0.874282156207076,0.8976152541327397,0.737963357477631,0.6903798975347193
Bagging,0.8954134760528262,0.8904206695188818,0.7255475494042948,0.7078174108347373
AdaBoost,0.8770923159387892,0.897330898067288,0.7262685028352603,0.6950253923984437
GradientBoosting,0.8748985837875476,0.8981768967573991,0.7376897313475379,0.6902660391404196
LinearSVR,0.8753567200584096,0.8990753728196784,0.7475815992762196,0.685561578534122
