method,RMSE,NDCG,F1,MAE
SVD,0.8925038627493995,0.9055718249565244,0.7586557010864047,0.6999895317697138
BIASEDMF,0.8870011144697573,0.9078133029547966,0.7641947868256214,0.6922870294802262
NMF,0.9172330389996836,0.891985392835251,0.7458821091888532,0.7159062383412281
StochasticItemKNN,1.0605768367451323,0.8428107893888411,0.7126309983452841,0.830534388570857
BayesianRidge,0.8816350339852619,0.9070201919543566,0.749789029535865,0.6937035089141772
Tweedie,0.8884273276373016,0.9087268277867342,0.7371173330428151,0.699465411930342
Ridge,0.8816689204575217,0.9068901507798481,0.7492351513872771,0.6937200442408178
RandomForest,0.8850481047347171,0.9072050886941495,0.7481512782590323,0.6960431232179454
Bagging,0.9028216145312496,0.8947278182255163,0.7345113902490952,0.7143603857696315
AdaBoost,0.8852678928909806,0.9079261101206018,0.7560517529215359,0.6974682163825439
GradientBoosting,0.8851439673047363,0.9067791062697991,0.7454062665958576,0.6967375622241077
LinearSVR,0.8851604514346664,0.9067728924563243,0.7588120439831466,0.6922577672135238
