method,RMSE,NDCG,F1,MAE
SVD,0.9556564705299263,0.8911337069517269,0.7134551495016611,0.7557039811323358
BIASEDMF,0.9687007322772628,0.8803542717066125,0.7008688456764585,0.7668038342834224
NMF,1.0326794658173988,0.8647848865206449,0.6810530858869227,0.8052904162470026
StochasticItemKNN,1.069986593032807,0.837747646876867,0.6544147023571714,0.8471499232811781
BayesianRidge,0.9513195793245387,0.8922189351728375,0.7043363994743759,0.7560009587166554
Tweedie,0.9564847737852654,0.8895598762814467,0.6749311294765841,0.7616252259204265
Ridge,0.9515660238938618,0.8920224066891048,0.7025843188786685,0.7560233146315544
RandomForest,0.9539686454151822,0.8878928827438693,0.7024686011260286,0.7578195434160784
Bagging,0.9808299939841384,0.8719966131325559,0.6872586872586872,0.7840018485259056
AdaBoost,0.9590331846409765,0.8910307304651802,0.691762621789194,0.7611311699129366
GradientBoosting,0.95641188027701,0.8891852251511541,0.7021916630855178,0.7595179759005569
LinearSVR,0.9527771655140348,0.8913832406513004,0.717391304347826,0.7517436048976621
