method,RMSE,NDCG,F1,MAE
SVD,0.9565437616264625,0.8771168725925925,0.6674727932285369,0.7529348091808392
BIASEDMF,0.9710193027077966,0.8788423059749118,0.6571254567600487,0.7615268594750934
NMF,1.0364891864638064,0.8684687849752263,0.64116345241859,0.8144420465653747
StochasticItemKNN,1.0834752282973148,0.8292829133983257,0.6296938186019642,0.8477505510058809
BayesianRidge,0.9646547879970412,0.8791514095841931,0.6482714874722486,0.7608244902997304
Tweedie,0.9670919220117277,0.8802554788340793,0.6313032089063523,0.7663092162788919
Ridge,0.9648667746539248,0.879278596459701,0.6484771573604061,0.761050727356588
RandomForest,0.9608413259738193,0.8785243652085456,0.654375,0.7512430070302839
Bagging,0.9776971996011082,0.8716528574978915,0.6506550218340611,0.7677759261077284
AdaBoost,0.9637744872309842,0.8771254905794973,0.6613545816733067,0.7523329107272276
GradientBoosting,0.9673323382462787,0.8752143496946292,0.6535703149360773,0.7559326927944054
LinearSVR,0.9684610011327378,0.8793149727174128,0.6654445462878094,0.7606144068273528
