method,RMSE,NDCG,F1,MAE
SVD,0.9572300957018968,0.8778076584854103,0.6658566221142163,0.7530379717400711
BIASEDMF,0.9713642864303208,0.8782274354318246,0.658373786407767,0.7610936443007776
NMF,1.0358851461681056,0.8581749979800553,0.6385920804525456,0.8193508124058935
StochasticItemKNN,1.0811378418151252,0.8318504320029728,0.637331032499281,0.8448789479364822
BayesianRidge,0.9651715304256734,0.8770038059872137,0.6490233144297417,0.7605317546852283
Tweedie,0.9684418602255637,0.8789721460161124,0.6372198765833063,0.7662176312213871
Ridge,0.9653818910224676,0.8766461551438448,0.6492443324937027,0.7607514762760255
RandomForest,0.963350621618127,0.8772947675602708,0.6480482386543954,0.7546119759634267
Bagging,0.9753099554968164,0.8720615998571355,0.6582589972316211,0.7638394419630435
AdaBoost,0.9639433672868108,0.878279882361331,0.6403110823071938,0.7550008818165881
GradientBoosting,0.9684100423370823,0.8742759655025121,0.6490566037735849,0.7587235435188561
LinearSVR,0.9678264297798029,0.8776941312222476,0.6638089406001225,0.7596775430600751
