method,RMSE,NDCG,F1,MAE
SVD,0.8831907957839736,0.89487575176126,0.7322519485991152,0.6893114118448166
BIASEDMF,0.8658739156023003,0.8993723829378574,0.7415637292112346,0.6756119317891128
NMF,0.9089530370484463,0.879104673188776,0.7131782945736435,0.7098667527283478
StochasticItemKNN,1.0358428976478422,0.8330495365858961,0.6977390883810906,0.8041650447875854
BayesianRidge,0.8590698754873787,0.9015023561682932,0.7282283378348785,0.6768970222485302
Tweedie,0.8700715645052355,0.90210800012755,0.7050095602294455,0.6886521698442283
Ridge,0.859042807859511,0.9015040863186657,0.7284671532846715,0.6768691691320965
RandomForest,0.8611308926132814,0.9011510347469359,0.7337830080367393,0.6770737787337837
Bagging,0.8830065300690342,0.8921650806509754,0.7170497526913006,0.6956402022834451
AdaBoost,0.8659000119620684,0.8986925984224778,0.7159167226326394,0.6864815820784295
GradientBoosting,0.8614271799597647,0.8978430134790225,0.7319951075616951,0.677442696164963
LinearSVR,0.8606541259968667,0.9018481912347388,0.7376781788525636,0.6736336629299444
