method,metric,analysis_type,mean,std,median,min,max,n,ci_lower,ci_upper
BIASEDMF,ndcg,fairness_ratio_gender,97.75300028732019,1.436533700133623,98.01842241127494,92.34261966986836,99.64894968339183,100,97.471439682094,98.03456089254638
Bagging,ndcg,fairness_ratio_gender,100.07495198420345,3.844938410643168,100.3799446678583,90.11667346454269,107.81052113772786,100,99.32134405571739,100.82855991268951
BayesianRidge,ndcg,fairness_ratio_gender,99.85366963221384,4.020692128626371,100.34116671887317,89.86167630239937,107.62212434807988,100,99.06561397500307,100.6417252894246
GradientBoosting,ndcg,fairness_ratio_gender,99.8254197386789,4.0567449515976115,100.26514713444053,89.48783119285383,106.9943363098766,100,99.03029772816578,100.62054174919203
LinearSVR,ndcg,fairness_ratio_gender,99.85994973381393,4.0166910678410845,100.28947665840924,89.71736858236874,107.52507153115424,100,99.07267828451708,100.64722118311079
NMF,ndcg,fairness_ratio_gender,98.03174440155163,2.136084747243402,98.33306380747712,89.89813726316817,101.77394185695988,100,97.61307179109193,98.45041701201134
RandomForest,ndcg,fairness_ratio_gender,99.65930056668203,4.179506210659375,99.69540875531706,89.13897537454002,107.2763630563911,100,98.8401173493928,100.47848378397127
Ridge,ndcg,fairness_ratio_gender,99.87173037959576,4.014099648167041,100.34710740617834,90.10390420875204,107.41293491685408,100,99.08496684855503,100.6584939106365
SVD,ndcg,fairness_ratio_gender,98.05600169837861,1.6471077046683695,98.2090518844887,93.22959092336863,100.50744342536412,100,97.73316858826361,98.37883480849361
StochasticItemKNN,ndcg,fairness_ratio_gender,98.82706406130406,1.8785115796479779,98.76406425135775,94.59064810686353,103.94347340892205,100,98.45887579169306,99.19525233091505
Tweedie,ndcg,fairness_ratio_gender,99.82695738786138,4.046834874363679,100.24471778256179,88.92655525517074,107.65540072110608,100,99.0337777524861,100.62013702323667
AdaBoost,rmse,fairness_ratio_gender,97.84437926798054,7.885659026215796,100.16450478805177,82.04727672325807,111.0587973332843,100,96.29879009884225,99.38996843711884
BIASEDMF,rmse,fairness_ratio_gender,97.5385252847034,7.027981526893555,99.76893490558606,82.46590629822431,106.68225499762258,100,96.16104090543226,98.91600966397453
Bagging,rmse,fairness_ratio_gender,97.47518685378058,7.797140806919046,99.28984930186589,80.47156267020674,109.93795818016147,100,95.94694725562445,99.00342645193672
BayesianRidge,rmse,fairness_ratio_gender,97.93095547286526,7.983407916114586,100.19800564922572,81.70719778146868,110.87701145453065,100,96.3662075213068,99.49570342442372
GradientBoosting,rmse,fairness_ratio_gender,97.64707235809297,7.954070049378826,99.76861587809216,81.17492499660167,110.98704608308432,100,96.08807462841472,99.20607008777122
LinearSVR,rmse,fairness_ratio_gender,97.70165201050999,8.105626591282606,100.0906843771276,80.96731962046509,109.88900171324724,100,96.1129491986186,99.29035482240138
NMF,rmse,fairness_ratio_gender,102.7294857135161,16.259498275685306,101.16207713555397,80.74743510527246,151.9257631353645,100,99.54262405148178,105.91634737555042
RandomForest,rmse,fairness_ratio_gender,97.62001427324365,7.922566046007465,99.81479668958147,81.74887291522971,110.42920874697522,100,96.06719132822619,99.17283721826112
Ridge,rmse,fairness_ratio_gender,97.94735054917804,7.993881752133287,100.20510927094156,81.73036766584855,111.04494980308748,100,96.38054972575992,99.51415137259616
SVD,rmse,fairness_ratio_gender,97.61749034894743,7.451871291524455,100.17328448171585,81.00108866520225,107.55148937041174,100,96.15692357580863,99.07805712208622
StochasticItemKNN,rmse,fairness_ratio_gender,102.67353081394108,17.132760883487084,102.2216792052695,79.44749589464722,153.1256171541595,100,99.31550968077762,106.03155194710455
Tweedie,rmse,fairness_ratio_gender,97.60225507678537,7.686754344439294,99.69219455221514,81.26742671847795,108.95802742000744,100,96.09565122527526,99.10885892829548
