method,RMSE,NDCG,F1,MAE
SVD,0.8925724303420679,0.9051567999789544,0.7558814543232508,0.6998877965346891
BIASEDMF,0.8870934194528135,0.907092997398654,0.7623282134195635,0.6921417071869974
NMF,0.9198219197808852,0.8913148895296719,0.7396296679424847,0.7197000200193479
StochasticItemKNN,1.062428711658721,0.8429322449791206,0.7131639722863742,0.8296475831086036
BayesianRidge,0.8812626235288593,0.904855274808335,0.7511578947368421,0.692640001566309
Tweedie,0.8879663132435338,0.9084214549552069,0.7344090710859137,0.6992576003169675
Ridge,0.881291240155423,0.9049386703978444,0.7511054958938724,0.6926497604352947
RandomForest,0.8849794659895717,0.9065480270801649,0.748470141380038,0.6956386681380564
Bagging,0.9002465013104406,0.8978350886705039,0.7360800596188651,0.709391741812323
AdaBoost,0.8856979589426345,0.9050587426525215,0.7590336568242825,0.6989425558958898
GradientBoosting,0.884244303629493,0.9049217380309832,0.7514183652027737,0.6953582862475145
LinearSVR,0.8836068295412,0.905379921014727,0.7566952745321063,0.6909874713850687
