method,RMSE,NDCG,F1,MAE
SVD,0.8820391353677753,0.8935145462024663,0.7301542776998597,0.6884594489393226
BIASEDMF,0.8660105248389578,0.8998405430472298,0.7424943060252606,0.6757569469882655
NMF,0.9081148772152241,0.8819270527444596,0.7151445748640137,0.7108301083232285
StochasticItemKNN,1.0336141975561561,0.8440200636668734,0.6988708411327819,0.8025930450223199
BayesianRidge,0.8587853786054329,0.9019839703962697,0.7272992062914149,0.6766837725366343
Tweedie,0.8694320740018292,0.9006675269357336,0.7051811095827603,0.6882079109406528
Ridge,0.8587642340710816,0.9019676026019745,0.727391874180865,0.6766617916314838
RandomForest,0.860565337979563,0.9026790599382775,0.7303143928468416,0.6765044955621483
Bagging,0.8812417953715047,0.8919778876378256,0.7172032851224653,0.6940641288160834
AdaBoost,0.8650239101961016,0.9002065374454995,0.7137713771377138,0.6853995879856075
GradientBoosting,0.8609402024236175,0.9005134862737059,0.7305311645314524,0.6781858131800591
LinearSVR,0.8608693495705435,0.902317593228226,0.7345542649469109,0.6740380056248328
