method,RMSE,NDCG,F1,MAE
SVD,0.9004244732737003,0.8872724733688843,0.721104420619768,0.710791234211566
BIASEDMF,0.9021255774871225,0.8853498021263613,0.7246802881081875,0.7096680556083023
NMF,0.9489971790996033,0.866630854102047,0.6896342388829868,0.7491759595368683
StochasticItemKNN,1.0395326666946008,0.8225904783337892,0.6813478376227116,0.8166498723958642
BayesianRidge,0.8940698772013801,0.8855587955780694,0.7213649851632048,0.7055556254437657
Tweedie,0.8993457053050351,0.8854453684401482,0.7134969325153374,0.7123727298686751
Ridge,0.8940476726868753,0.8855419811003991,0.7211752485531978,0.7055048348453233
RandomForest,0.8948121330023227,0.884762725142426,0.7279528125449576,0.7107513377011974
Bagging,0.9161633940590643,0.8784250609724152,0.7103488712987394,0.7276406615043334
AdaBoost,0.8953472152433405,0.8826024356536786,0.7263622974963181,0.7155450249592357
GradientBoosting,0.897374487739152,0.8837838139095546,0.7277441659464131,0.7106435381952952
LinearSVR,0.8997206613051676,0.8862997116165887,0.7286148501953973,0.7064840022571088
