method,RMSE,NDCG,F1,MAE
SVD,0.9550760566791399,0.8910093268164984,0.7160596026490066,0.7547882187045514
BIASEDMF,0.9677933763154268,0.8818192019986824,0.7018992568125516,0.7667680055368226
NMF,1.0173721692062756,0.877508490381078,0.6799491309877067,0.8001938768802352
StochasticItemKNN,1.0707288181591208,0.842128301250292,0.6536779324055666,0.8505706439649096
BayesianRidge,0.9487316166443513,0.8907774281332775,0.6953467954345918,0.7562582553518302
Tweedie,0.9531561984243271,0.8917657290145896,0.6730769230769231,0.7614278033280485
Ridge,0.9490397040124608,0.8904380013710276,0.6941641070645019,0.7562928091246145
RandomForest,0.9536717327473722,0.8941006669293042,0.7024722932651322,0.7577509888868738
Bagging,0.9747939944262695,0.8787262268107477,0.6843455945252352,0.7794045856046045
AdaBoost,0.9564035398984903,0.8922150831628232,0.7001733102253033,0.7569848729459924
GradientBoosting,0.9537820628968225,0.8896834348005621,0.7152485256950295,0.7555262324570944
LinearSVR,0.9503046377496602,0.8911218699786319,0.7230514096185738,0.7495104453088762
