method,RMSE,NDCG,F1,MAE
SVD,0.8917834044356426,0.9013031728643891,0.7460655040408337,0.6980160951238616
BIASEDMF,0.8819270204558031,0.9031457292532377,0.7547837815055214,0.6886453807472251
NMF,0.9131302138547516,0.8915055952505201,0.72896870368756,0.7153307863451653
StochasticItemKNN,1.0516119521752694,0.8484269949637412,0.7109778943424504,0.8210684650066423
BayesianRidge,0.8758702484108918,0.9046712992160351,0.7357549857549858,0.6894546746667601
Tweedie,0.8850247719347831,0.9072031434010572,0.7208056171470806,0.6982799520273518
Ridge,0.8758988041550159,0.9048115093434844,0.7356424183064731,0.6894670737280493
RandomForest,0.8782400954554298,0.9035564069372832,0.7335243553008596,0.6925409874903627
Bagging,0.8942754722579659,0.8937921360461876,0.7254127781765972,0.706656640388114
AdaBoost,0.8830096807327975,0.901738709460258,0.7415157376472657,0.6972761767601582
GradientBoosting,0.8783327584467471,0.9046240733383367,0.7332019351370722,0.693159818551186
LinearSVR,0.8770571696341937,0.9048563709379116,0.7427422175585869,0.6870580053324343
