method,RMSE,NDCG,F1,MAE
SVD,0.9443227099080621,0.882503000050854,0.7355390501913122,0.7449969437134923
BIASEDMF,0.9527656573817034,0.8765023978601444,0.7291995490417137,0.751242308659346
NMF,1.0084217578805235,0.8612759879506782,0.7048065650644784,0.7917433857785233
StochasticItemKNN,1.0580188240226716,0.8279875676875622,0.6796805678793256,0.8275804984320445
BayesianRidge,0.9390312129305751,0.8839076082409667,0.7207670720299345,0.7426672896426183
Tweedie,0.9452687011750351,0.8835499462392885,0.7074172505436096,0.751149818583576
Ridge,0.9391348259896636,0.8840564724617249,0.7219626168224299,0.7427142681813816
RandomForest,0.9394171196744151,0.8817886021981829,0.7165094339622642,0.7476194164945241
Bagging,0.9615045525782248,0.8694276096381494,0.7027279086034041,0.7639991776306371
AdaBoost,0.9449742221409715,0.8831442694526274,0.6925534529368396,0.7572847760995604
GradientBoosting,0.9419303841126442,0.8813443399675096,0.7156654888103652,0.7495002307166286
LinearSVR,0.9396505951527719,0.8827096512295785,0.7347678369195924,0.7379060701211164
