method,RMSE,NDCG,F1,MAE
SVD,0.973928090191707,0.886631629500961,0.6692307692307692,0.7685810383858428
BIASEDMF,0.9845889716149251,0.8823794569721828,0.6641074856046065,0.7763736021275423
NMF,1.0469740910214533,0.8749301052860488,0.6389776357827476,0.8273922822356401
StochasticItemKNN,1.0935756936877183,0.8295043290454025,0.6335040234089246,0.867329771997027
BayesianRidge,0.9679896951199763,0.8862425048093456,0.6645569620253164,0.7672792082581755
Tweedie,0.9701202499405186,0.8854496203610646,0.6430028559771522,0.7708925040947294
Ridge,0.9680437690253865,0.8859583990508724,0.6632370399683419,0.767324934886043
RandomForest,0.9703634877133305,0.8889439753819919,0.6722753346080306,0.7660459797959863
Bagging,0.9913232928676875,0.8798877908423789,0.6474258970358814,0.7851501414448298
AdaBoost,0.9714168314063669,0.8864960695950987,0.6687402799377916,0.7760495380122234
GradientBoosting,0.9721396199767205,0.8877901462449834,0.6714555765595464,0.769493923087508
LinearSVR,0.971284913182361,0.884546170835436,0.676056338028169,0.7647226636606049
