method,RMSE,NDCG,F1,MAE
SVD,0.8911892842539438,0.9025381141339516,0.7479633401221996,0.6978991798235666
BIASEDMF,0.8822096599139365,0.9027292657919939,0.7543800539083558,0.6889569181517601
NMF,0.9133783785690142,0.8890610671400662,0.730542043085476,0.7156542153022968
StochasticItemKNN,1.0517964181590724,0.8542389033060144,0.7074983111911731,0.8229197034152339
BayesianRidge,0.8765703553235453,0.9024311275421389,0.7384314770405898,0.6897994574475454
Tweedie,0.88429108693238,0.9050947245295952,0.7227138643067846,0.6979243699263407
Ridge,0.876611494165973,0.9023393969274219,0.7386091127098321,0.6898202760669552
RandomForest,0.8783206064353608,0.9022023333921905,0.7338297299721899,0.6910983023867794
Bagging,0.8926178018453224,0.898407754954903,0.7260779548114141,0.7045850818677987
AdaBoost,0.8835038011735824,0.9000406486341136,0.7365983971504898,0.6984498947876722
GradientBoosting,0.8794199756449051,0.9016081539027225,0.7360342673567731,0.6934487203219539
LinearSVR,0.8777794767486432,0.9021930954511311,0.7461880282303738,0.686971911309548
