method,RMSE,NDCG,F1,MAE
SVD,0.9569760472328387,0.8776097729297796,0.6666666666666666,0.7532803125610031
BIASEDMF,0.9707609496756493,0.8802318442152048,0.6599756690997567,0.7607736222582723
NMF,1.0426026068871697,0.860411446579067,0.6347003154574132,0.816851920100809
StochasticItemKNN,1.0756129830983485,0.832315917380047,0.6384949348769898,0.8374628239852908
BayesianRidge,0.9659839725385082,0.8810409654169626,0.6527382082937638,0.7605164310828816
Tweedie,0.9689671680186744,0.8812052696617049,0.6382140512147079,0.765764769597219
Ridge,0.9662190737316159,0.8796059521326357,0.6508238276299113,0.760788836063391
RandomForest,0.9618199663587357,0.8807877736949288,0.6563779527559055,0.7501301817109832
Bagging,0.9835630983823478,0.8676847957350837,0.6539900249376559,0.7724624743105287
AdaBoost,0.9637401191027979,0.8790003890724402,0.6382840428989275,0.7539915871407409
GradientBoosting,0.9674670667535539,0.8792657139873575,0.6551615939755255,0.7552210230897598
LinearSVR,0.9789102754617547,0.881487910307602,0.6690997566909975,0.7659979597320059
