method,RMSE,NDCG,F1,MAE
SVD,0.9268435556708491,0.8862158357147893,0.7089855072463768,0.7301912898032082
BIASEDMF,0.9352234263694794,0.8831701782887751,0.6969609261939218,0.7356174479288567
NMF,1.0044884921804802,0.8753723084780931,0.6759036144578313,0.7867101765734049
StochasticItemKNN,1.059483840509956,0.8470267090904031,0.670974992975555,0.8250791624693328
BayesianRidge,0.9310943837518795,0.8862792005864564,0.6927207637231504,0.7344826769456473
Tweedie,0.9327599962225269,0.8893345838636839,0.6775485063135201,0.7391594687270416
Ridge,0.9312698369037535,0.8865497105921764,0.6909307875894988,0.7346634720297942
RandomForest,0.9302242206021871,0.882701452239083,0.7063560540696002,0.7331782199994031
Bagging,0.9475170839353045,0.8823085124770511,0.6933490288404944,0.7466976194470382
AdaBoost,0.9344052203289186,0.8862180354380147,0.7206954570947841,0.7362585381379787
GradientBoosting,0.931944413548286,0.8876230309716728,0.7091587711742751,0.7336539325162125
LinearSVR,0.937517980530814,0.8871661903613158,0.7057803468208093,0.7353579540511761
