method,RMSE,NDCG,F1,MAE
SVD,0.9109472600487256,0.8954102164463452,0.7416331994645248,0.710457527250725
BIASEDMF,0.9058431075944681,0.9003592926335519,0.7481766343986209,0.7047497593581429
NMF,0.9426681201303213,0.8829895292826183,0.7225044624467939,0.7353158049653097
StochasticItemKNN,1.0611284103240743,0.8463081193441082,0.6997624109040891,0.8267027374010304
BayesianRidge,0.8990230255228648,0.9010945107672438,0.7344617092119867,0.7060880687749472
Tweedie,0.9056829492469166,0.9005928478460671,0.7168448425310604,0.7120204909165209
Ridge,0.8990329466184228,0.9008802770741825,0.7347108584107613,0.7060706735551808
RandomForest,0.90278613108842,0.9009031682958865,0.7445333333333334,0.705634016360846
Bagging,0.9288498949800011,0.8846360691877266,0.7253743646105234,0.7299057686965804
AdaBoost,0.9063427447958182,0.899904343172428,0.751119304714248,0.7126561097480913
GradientBoosting,0.9038269269659573,0.8991352059949016,0.7418445428916633,0.7083095000275357
LinearSVR,0.9027529019429178,0.901321667315752,0.7410401509027217,0.7028848230983752
