method,RMSE,NDCG,F1,MAE
SVD,0.9376728659809787,0.8742437349182892,0.7226179875333927,0.7440157347596905
BIASEDMF,0.9410353797217699,0.8738982076246818,0.7185118780815778,0.7460257001119253
NMF,0.9801308630585964,0.8702812320734652,0.6987781954887218,0.7735517431967482
StochasticItemKNN,1.0443719758087533,0.8121142875945414,0.6645502645502646,0.8246203551717753
BayesianRidge,0.9295600817622599,0.878072959302728,0.7195260879471406,0.7384289633385638
Tweedie,0.9320017060811713,0.8783213313137742,0.707641196013289,0.7412945998264442
Ridge,0.9297207446117577,0.8774473439674959,0.7193982220196034,0.7385450380986943
RandomForest,0.9292286317749409,0.8775682070435076,0.7354042740691782,0.7421288872635059
Bagging,0.9460396556232296,0.8730439216811788,0.707905314872711,0.7534709501068843
AdaBoost,0.9348322740239896,0.8760071733859194,0.7110694183864915,0.7509392811875505
GradientBoosting,0.9336262055331592,0.8766046208589959,0.7336727916758911,0.7459472444324295
LinearSVR,0.9308260928584191,0.8769329030451033,0.7364939360529217,0.7360517904760425
