method,RMSE,NDCG,F1,MAE
SVD,0.8918010844255672,0.8962681229010632,0.7419288505038042,0.6988284950214615
BIASEDMF,0.8798718526711297,0.8994123196314341,0.7535292131036812,0.6884350130975775
NMF,0.9127450080847274,0.8833247888185315,0.7298030756384385,0.71698404839602
StochasticItemKNN,1.0586393701604795,0.8413410998455889,0.7050263748256836,0.8280993918020136
BayesianRidge,0.8724291844282063,0.9003770125258734,0.7379610472997075,0.6875945093077317
Tweedie,0.8833585287706769,0.9002373374610503,0.7235241768021359,0.697826570670368
Ridge,0.8724393690218715,0.9003477261809325,0.7377657297760023,0.6875919102974847
RandomForest,0.8741043047970113,0.90000359048938,0.7378972062273406,0.6904706569749469
Bagging,0.8956224416780887,0.8886153110295918,0.7258665138928674,0.7073525336716909
AdaBoost,0.8769080689218921,0.8964944995657952,0.7289746965043148,0.6959907083938953
GradientBoosting,0.874324029958069,0.8977801689976889,0.7391613361762616,0.6904500389063949
LinearSVR,0.8755938953370828,0.9001258151631051,0.7460163502840516,0.6855911933271727
