method,RMSE,NDCG,F1,MAE
SVD,0.8970148650242875,0.8944745917573775,0.7422881264206083,0.704657993644284
BIASEDMF,0.8907003776287451,0.8992060931092276,0.7490885695903925,0.6971540943156672
NMF,0.9388246230452708,0.8906173794956409,0.7150974930362117,0.7369174692091984
StochasticItemKNN,1.0525489011537799,0.8398207005285706,0.7023584436262315,0.8247516432625323
BayesianRidge,0.8883697798031354,0.8995584447069405,0.7267335766423357,0.7025354136100563
Tweedie,0.8971174975448691,0.9000206341204275,0.7060218112849692,0.7114763108038661
Ridge,0.8883423743222867,0.8996518419937168,0.7270445990646743,0.7024748566895079
RandomForest,0.8915566279723862,0.9004111843937901,0.7286804308797128,0.7044227811521739
Bagging,0.9119765753279766,0.8934256889902473,0.7172928927116342,0.722869874081412
AdaBoost,0.8943361203646274,0.8991133271229177,0.6917532070861332,0.7120920251154422
GradientBoosting,0.8933214951714606,0.9000124418937768,0.7326113654125265,0.7068942051674691
LinearSVR,0.8885821208633589,0.8995273188077773,0.739888194672805,0.6967825055370496
