algorithm,georisk
itemKNN,0.60173235743402
BIAS,0.5992830215468097
userKNN,0.6077633310763376
SVD,0.5985669861713332
BIASEDMF,0.5990695147213873
BayesianRidge,0.5969788122292374
Tweedie,0.5991856731242357
Ridge,0.5970167040128899
RandomForest,0.597120507759474
Bagging,0.6028106557834355
AdaBoost,0.600091913066817
GradientBoosting,0.5982295358224459
LinearSVR,0.5954015059213161
