algorithm,georisk
itemKNN,0.1508834848638261
BIAS,0.1778523962103192
userKNN,0.1213637273546968
SVD,0.10939595073899419
BIASEDMF,0.10813448281959052
BayesianRidge,0.18328791410069675
Tweedie,0.18035891982126115
Ridge,0.13635065190532428
RandomForest,0.15326457259338444
Bagging,0.17208964784270112
AdaBoost,0.16445274005906238
GradientBoosting,0.13558734487982474
LinearSVR,0.13361544368918823
