method,value
StochasticItemKNN,0.0288350705927741
StochasticItemKNN,0.0335528420748278
StochasticItemKNN,0.0279572869808161
StochasticItemKNN,0.0340585598125334
StochasticItemKNN,0.0272006192821488
StochasticItemKNN,0.0305236622867979
StochasticItemKNN,0.0272584071428559
StochasticItemKNN,0.0273697469668444
StochasticItemKNN,0.0307189283707575
StochasticItemKNN,0.0211530712003525
StochasticItemKNN,0.0669471345357968
StochasticItemKNN,0.0677597487366077
StochasticItemKNN,0.0696902657059267
StochasticItemKNN,0.0675376638548066
StochasticItemKNN,0.0651005129068024
StochasticItemKNN,0.0572642595689854
StochasticItemKNN,0.0590394933593889
StochasticItemKNN,0.0618674753060223
StochasticItemKNN,0.0608022646906641
StochasticItemKNN,0.0642800183230279
StochasticItemKNN,0.0444976319311642
StochasticItemKNN,0.0500221298966528
StochasticItemKNN,0.0416162796667655
StochasticItemKNN,0.0470566169397222
StochasticItemKNN,0.0541111086881838
StochasticItemKNN,0.0378556069410439
StochasticItemKNN,0.0308537526241488
StochasticItemKNN,0.0386477893402051
StochasticItemKNN,0.0491155510152774
StochasticItemKNN,0.0326334217579031
StochasticItemKNN,0.0361215763991169
StochasticItemKNN,0.0388178792347023
StochasticItemKNN,0.0423206090286223
StochasticItemKNN,0.0456041370047075
StochasticItemKNN,0.0500244330911876
StochasticItemKNN,0.0041790215127891
StochasticItemKNN,0.0073531412672979
StochasticItemKNN,0.005115557274846
StochasticItemKNN,0.0029572862074934
StochasticItemKNN,0.0084072197607627
StochasticItemKNN,0.0276354177410284
StochasticItemKNN,0.0269738012741317
StochasticItemKNN,0.0293958955512706
StochasticItemKNN,0.033901597639231
StochasticItemKNN,0.0276685877241048
StochasticItemKNN,0.0643856065890375
StochasticItemKNN,0.0682111864326875
StochasticItemKNN,0.0623750845103325
StochasticItemKNN,0.0645200279920534
StochasticItemKNN,0.0529452078057317
StochasticItemKNN,0.0326507474555859
StochasticItemKNN,0.0356016391385791
StochasticItemKNN,0.0309460875696059
StochasticItemKNN,0.0309864920346181
StochasticItemKNN,0.0264508562197174
StochasticItemKNN,0.0464570176879557
StochasticItemKNN,0.0580576016308033
StochasticItemKNN,0.0533260004780137
StochasticItemKNN,0.059172043435973
StochasticItemKNN,0.0468662236465414
StochasticItemKNN,0.0876862456830681
StochasticItemKNN,0.0812936058085003
StochasticItemKNN,0.097441268019333
StochasticItemKNN,0.0939564073080113
StochasticItemKNN,0.101626172700157
StochasticItemKNN,0.0083127897227576
StochasticItemKNN,0.0037327643824213
StochasticItemKNN,0.0095389162939936
StochasticItemKNN,0.0087389548859299
StochasticItemKNN,0.0130826904432139
StochasticItemKNN,0.0752533300448756
StochasticItemKNN,0.049568995182433
StochasticItemKNN,0.0646477518781155
StochasticItemKNN,0.0737995506809874
StochasticItemKNN,0.058936937176533
StochasticItemKNN,0.0779050888724259
StochasticItemKNN,0.0780711676803894
StochasticItemKNN,0.0813134050366574
StochasticItemKNN,0.0593128220707132
StochasticItemKNN,0.0645529106320789
StochasticItemKNN,0.0091294256823105
StochasticItemKNN,0.0033786893902335
StochasticItemKNN,0.0115021758859684
StochasticItemKNN,0.0052102032264158
StochasticItemKNN,0.0014586416156637
StochasticItemKNN,0.0239748116539022
StochasticItemKNN,0.0214898086837493
StochasticItemKNN,0.0105877384505015
StochasticItemKNN,0.0362705447220467
StochasticItemKNN,0.0345806800115887
StochasticItemKNN,0.3459279279189696
StochasticItemKNN,0.3215505725783398
StochasticItemKNN,0.3232986776319902
StochasticItemKNN,0.3482293043486858
StochasticItemKNN,0.3499254843264231
StochasticItemKNN,0.2587544922936992
StochasticItemKNN,0.2584463272046328
StochasticItemKNN,0.2408805380473158
StochasticItemKNN,0.2576754103053558
StochasticItemKNN,0.2407958990393316
NMF,0.0012607105766638
NMF,0.007254865676622
NMF,0.0098969710127246
NMF,0.0026498283291571
NMF,0.0046771367070139
NMF,0.0481143110778637
NMF,0.0529112116858551
NMF,0.0536899680642887
NMF,0.0517927607511042
NMF,0.0518925962988809
NMF,0.0799502999672241
NMF,0.079926820849963
NMF,0.0802469628257721
NMF,0.0775965850541434
NMF,0.0799587984729318
NMF,0.0825623350031715
NMF,0.0822709981368368
NMF,0.0852631104486355
NMF,0.07788725333422
NMF,0.0835732349304141
NMF,0.0606921031389289
NMF,0.0636756243344797
NMF,0.066891792996452
NMF,0.0716659788772418
NMF,0.0691881898551967
NMF,0.0493827782472798
NMF,0.0632936604443192
NMF,0.0550737577306088
