algorithm,georisk
itemKNN,0.17592701317128154
BIAS,0.1782128815387503
userKNN,0.18206661242545336
SVD,0.17889155098319462
BIASEDMF,0.17375598119608965
BayesianRidge,0.18011339150858172
Tweedie,0.18246340208410777
Ridge,0.17960773350004416
RandomForest,0.17044050184498188
Bagging,0.17788095932729053
AdaBoost,0.18475692365847832
GradientBoosting,0.1525593177173356
LinearSVR,0.18404256525577148
