algorithm,georisk
itemKNN,0.5973572108202326
BIAS,0.5844184267042234
userKNN,0.5892944678658227
SVD,0.5908007579294919
BIASEDMF,0.6035407573861319
BayesianRidge,0.5783074474342063
Tweedie,0.5608797770360956
Ridge,0.5784295593032865
RandomForest,0.5788128167919999
Bagging,0.5740768841114018
AdaBoost,0.5726286903161308
GradientBoosting,0.5749695207018305
LinearSVR,0.5895291265013523
