algorithm,georisk
itemKNN,0.6537516721334291
BIAS,0.6571939624313994
userKNN,0.6660009148237809
SVD,0.6540483743125998
BIASEDMF,0.6511980326492429
BayesianRidge,0.650070282699854
Tweedie,0.6528782194076698
Ridge,0.6500715707451051
RandomForest,0.6510169018339574
Bagging,0.6567163230512756
AdaBoost,0.6535882332614018
GradientBoosting,0.6518418239318657
LinearSVR,0.6490669928554472
