user,SVD,BIASEDMF,NMF,StochasticItemKNN,BayesianRidge,Tweedie,Ridge,RandomForest,Bagging,AdaBoost,GradientBoosting,LinearSVR
36,0.928185508930772,0.9546901008468324,0.928185508930772,0.8747500017132412,0.7392466276391487,0.7392466276391487,0.7392466276391487,0.7392466276391487,0.7636234518322383,0.7392466276391487,0.7392466276391487,0.7110386667834878
102,0.7406465096086573,0.8259609385620778,0.6279707115952158,0.9660839794726382,0.66015703602983,0.6507523349121892,0.5814339895224249,0.6687581915089832,0.7047207160481577,0.6612599559329602,0.5558757327165105,0.5749652118921822
157,0.936870309504097,0.936870309504097,0.9232867265257328,0.8916666666666665,0.8292136699685412,0.8262410155024683,0.8292136699685412,0.8029726544660728,0.7995369247728698,0.7999999999999999,0.7999999999999999,0.8292136699685412
184,1.0,0.8678320410547231,0.9321679589452766,0.9029542889767356,0.7232867265257328,0.7796675624510027,0.7232867265257328,0.6893707059983711,0.8892306675281759,0.7156117215008395,0.7156117215008395,0.7185843759669124
193,0.7279890770845532,0.7601754015191673,0.6504722579717988,0.7445453145289903,0.6554546854710096,0.66015703602983,0.6554546854710096,0.6690382684493739,0.656599633355769,0.66015703602983,0.6690382684493739,0.6554546854710096
195,0.7351406134113495,0.7873425674758959,0.8457699074129783,0.8220621336417447,0.8648593865886502,0.8648593865886502,0.8648593865886502,0.8601570360298298,0.7113724461691493,0.855716419820058,0.8601570360298298,0.8648593865886502
231,1.0,0.9707863300314586,0.975,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,0.9889860034212268,1.0
306,0.9829976023759304,0.9572881727261122,0.9272872480274654,0.9829976023759304,0.9921181676913065,0.9969472379578536,0.9921181676913065,0.9969472379578536,0.9829976023759304,0.9969472379578536,0.9921181676913065,0.9921181676913065
343,0.9279890770845532,0.8720109229154467,0.9154716830306444,0.8250347881078176,0.7333741863399273,0.7333741863399273,0.7333741863399273,0.6971857494934598,0.6177624648390877,0.7613816289138179,0.7709730632570492,0.6902968564526313
349,0.957604974340798,0.957604974340798,0.915209948681596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
411,0.9481316041715842,0.9049021004643776,0.9242748093029944,0.5827932995614415,0.8228611752283737,0.85702628159275,0.8228611752283737,0.8474210417406657,0.8228611752283737,0.8474210417406657,0.8228611752283737,0.7523724756411128
424,1.0,0.8643359178905534,0.9737589844975316,0.8601570360298298,0.7826402169170755,0.8088812324195438,0.7826402169170755,0.8135835829783642,0.8940730565571915,0.811232407698954,0.8353089811476027,0.791118767580456
528,0.8920024355846271,0.946503433816368,0.861713382497964,0.8920024355846271,0.8845707994194447,0.7908872414158887,0.8845707994194447,0.8189682606632739,0.807866720138844,0.8845707994194447,0.8189682606632739,0.8809008950601972
624,0.8037762001045602,0.8737406190081942,0.8376922206319218,0.8678320410547231,0.8165562374444371,0.7899125401858055,0.8165562374444371,0.7899125401858055,0.7970273455339271,0.7899125401858055,0.7852101896269851,0.8165562374444371
737,0.7567191541026222,0.7567191541026222,0.9255108071950494,0.6948050071531954,0.5895596737777873,0.5759675834889684,0.5928240696034587,0.5170102681980644,0.6186836164354091,0.5811314307205422,0.6034593282337547,0.6523965635191463
743,0.9969472379578536,0.9969472379578536,0.9572881727261122,0.9984736189789268,0.9921181676913065,0.9829976023759304,0.9921181676913065,0.9921181676913065,0.9921181676913065,0.9921181676913065,0.9969472379578536,0.9921181676913065
753,0.9218373627087064,0.9218373627087064,0.9555001783072598,0.9711524961933976,0.9711524961933976,0.9711524961933976,0.9711524961933976,0.9609186813543532,0.9711524961933976,0.9609186813543532,0.9711524961933976,0.9711524961933976
911,0.8422847935670232,0.7797744741618676,0.7406931555162208,0.8579371114531611,0.7406931555162208,0.7709305911732129,0.7695406593228233,0.7709305911732129,0.7844351163337714,0.7709305911732129,0.7853543430765142,0.7695406593228233
937,0.9699990753013532,0.9969472379578536,0.9260485150207828,0.902115393595366,0.7084855551319607,0.6670501816758181,0.7084855551319607,0.6609446575915257,0.6703528709212924,0.665773727858073,0.6609446575915257,0.7354337177884612
1019,0.946487658153176,1.0,1.0,1.0,0.9174524878648388,0.9174524878648388,0.9174524878648388,0.9174524878648388,0.914275434771841,0.9174524878648388,0.9110983816788428,0.9174524878648388
1088,0.8469683642429905,0.7392466276391486,0.8191867267727397,0.7398008294228479,0.6365033187364333,0.6451831285844958,0.6365033187364333,0.6661550910157302,0.7832794812381257,0.6365033187364333,0.6392241757142598,0.63965049909967
1101,0.9120988794388596,0.9572881727261122,0.8606800201392232,0.73972521283729,0.6913591155797997,0.6913591155797997,0.7183072782363004,0.654876854318296,0.6500477840517486,0.654876854318296,0.6913591155797997,0.7327944890359422
1113,0.7952976494411795,0.7876226444162863,0.7923249949751067,0.7970273455339271,0.7572027470530944,0.7707863300314587,0.7572027470530944,0.7660839794726383,0.8061886777918568,0.7446853529991856,0.756560253875617,0.7572027470530944
1120,0.8924572530622712,0.9621172429926595,0.8233348383496015,0.537388342348136,0.5752710993554765,0.5312828182638436,0.6026327953016043,0.4534910923364879,0.4898286079172239,0.4977292771163946,0.5056111094250881,0.679761084251059
1121,0.957604974340798,0.957604974340798,0.9137021644382828,0.9671987306219144,0.8728149230223939,0.8728149230223939,0.8728149230223939,0.861713382497964,0.861713382497964,0.861713382497964,0.861713382497964,0.8728149230223939
1125,0.8216499997860249,0.817198799059899,0.7442675410396127,0.9169631253639332,0.7531149421678055,0.7460737248111274,0.7531149421678055,0.7531149421678055,0.8013101805750278,0.7495943334894665,0.7460737248111274,0.7575661428939315
1142,1.0,0.9950215722988734,0.9591143267642596,0.9415860650813428,1.0,0.9950215722988734,1.0,1.0,1.0,1.0,1.0,1.0
1165,0.9921181676913065,0.9021531144064284,0.886101825289705,0.8672853986301716,0.7910200302088348,0.7910200302088348,0.7910200302088348,0.7910200302088348,0.7310181808115412,0.7910200302088348,0.7640718675523342,0.7910200302088348
1202,1.0,0.9964678158680196,1.0,0.9400275710655556,0.9208335026905112,0.9208335026905112,0.9208335026905112,0.9208335026905112,0.9908803625610708,0.9208335026905112,0.9803274548542472,0.9208335026905112
1203,0.9321679589452766,0.9321679589452766,0.9737589844975316,0.838094902388085,0.7195105264211726,0.7695801026368081,0.7195105264211726,0.736870309504097,0.8309433660612887,0.7303192383731486,0.7240908857548317,0.7195105264211726
1306,0.8785133591348854,0.9073297124801156,0.9105941083057868,0.8687605074771964,0.7752078129847048,0.7752078129847048,0.7752078129847048,0.81245240938718,0.8700851160776403,0.8544193000575855,0.832840519675165,0.7752078129847048
1352,0.8982519384179151,0.9059269434428084,0.9029542889767356,0.8339160205273616,0.758408974447745,0.67968592794034,0.758408974447745,0.7613816289138179,0.8339160205273616,0.7702097646672095,0.775488680590279,0.7678136755653857
1389,0.9572027470530944,0.7839672312536595,0.7970273455339271,0.6297371386666379,0.708496916152718,0.7609789471576548,0.7609789471576548,0.7348605364709592,0.7827802553872707,0.7318878820048862,0.8427972529469054,0.8153132790711115
1421,0.9029542889767356,0.9029542889767356,0.8982519384179151,0.8215386649436479,0.758408974447745,0.758408974447745,0.758408974447745,0.7029542889767355,0.8542484580763589,0.7291953044792039,0.7059269434428084,0.7059269434428084
1425,0.8982519384179151,0.8893707059983711,0.930961731550626,0.7999999999999999,0.4843882784991603,0.5631113250065654,0.4843882784991603,0.4660656139833009,0.5065116916507962,0.4660656139833009,0.4705429611717477,0.4843882784991603
1451,0.9153316445604492,0.9707863300314586,0.918304299026522,0.8643359178905534,0.870804695520796,0.8648593865886502,0.870804695520796,0.8725343916135435,0.9279890770845532,0.8725343916135435,0.9169580102636808,0.8720109229154467
1500,0.8144973622245822,0.7927037622157738,0.5726235631829933,0.5557988249842454,0.6836738413741255,0.6836738413741255,0.6836738413741255,0.7177040308541296,0.7758790240170259,0.7177040308541296,0.6836738413741255,0.6836738413741255
1551,0.9609186813543532,0.9320711775477508,0.9116035478696622,0.9374896805948444,0.9609186813543532,0.9609186813543532,0.9609186813543532,0.9609186813543532,0.9392023705656248,0.9320711775477508,0.9347804290712975,0.9609186813543532
1579,0.988591299246865,0.988591299246865,1.0,1.0,0.8556181071409091,0.8556181071409091,0.8556181071409091,0.8556181071409091,0.7608919907784873,0.8556181071409091,0.8556181071409091,0.8556181071409091
1597,1.0,0.9602863936848914,1.0,0.8068876146557602,1.0,1.0,1.0,0.9899577678317768,0.97596238154656,0.9899577678317768,0.9846407021569574,1.0
1647,0.9958615666506498,0.9958615666506498,0.9934535397251648,0.8652860156704962,0.8841966403135249,0.8883350736628749,0.8841966403135249,0.8841966403135249,0.8883350736628749,0.8841966403135249,0.8841966403135249,0.8841966403135249
1733,0.8292136699685412,0.8690382684493738,0.9518182284903364,0.8845283169693555,0.9017480615820848,0.9106292940016288,0.8755070460796164,0.8815556625032827,0.8631296904959027,0.8684351547520486,0.8547420253852804,0.8755070460796164
1739,0.9555001783072598,0.9555001783072598,0.9711524961933976,0.967929230844142,0.9711524961933976,0.9711524961933976,0.9711524961933976,0.9711524961933976,0.9537874883364792,0.9711524961933976,0.9609186813543532,0.9711524961933976
1755,0.9415726600629174,0.9059269434428084,1.0,1.0,0.6717308459750562,0.6509957266698954,0.775488680590279,0.7297187731773005,0.8982519384179151,0.6940730565571915,0.7034777576748321,0.7814339895224248
1780,0.8514136186974538,0.8411053072016672,0.8514136186974538,0.8058609574080365,0.7706166076144062,0.7666240306576181,0.7706166076144062,0.7706166076144062,0.7483798986843246,0.7706166076144062,0.7706166076144062,0.7706166076144062
1834,0.8929898589021041,0.8436747254174131,0.9471196235255914,0.9218373627087064,0.9218373627087064,0.9218373627087064,0.9218373627087064,0.9218373627087064,0.9218373627087064,0.9218373627087064,0.9218373627087064,0.9218373627087064
1851,1.0,0.9825507287688464,0.9253048797953686,0.8807046349247154,0.8578872334184453,0.8578872334184453,0.8257279122287738,0.8578872334184453,0.8578872334184453,0.8578872334184453,0.8578872334184453,0.8257279122287738
1897,0.8140404810155634,0.7093885197439455,0.4609186813543532,0.6509067715354934,0.686562710239579,0.6509067715354934,0.686562710239579,0.7002219050201844,0.7393032236658311,0.6767929042606754,0.7288542367465262,0.6811442071924856
2015,0.9707863300314586,0.9029542889767356,0.7844066439884977,0.8982519384179151,0.5407691144244301,0.6053851092553741,0.5318878820048861,0.6053851092553741,0.4604371129702205,0.5337155885861996,0.5266620627479691,0.5130784797696049
2063,0.9322106297805014,0.9322106297805014,0.9152104119601644,0.5963417829342447,0.7539925615796209,0.749999984622833,0.7539925615796209,0.749999984622833,0.671526131121996,0.749999984622833,0.749999984622833,0.7539925615796209
2071,0.868501608872227,0.8570235742419587,0.8970145361322209,0.8784207247450815,0.9084925707624892,0.9084925707624892,0.9084925707624892,0.9084925707624892,0.8090106786416473,0.9084925707624892,0.9084925707624892,0.9084925707624892
2122,0.956266947765507,0.961430794997081,0.956266947765507,0.947838704708262,0.8934300580241482,0.8836772063664593,0.8934300580241482,0.8836772063664593,0.8836772063664593,0.8934300580241482,0.8836772063664593,0.8882662107925743
2176,0.7217183659562317,0.8034897124277125,0.729547453635514,0.7473722357035119,0.7020623365503442,0.7348224017217214,0.7020623365503442,0.7870874321102408,0.8747500017132411,0.7622715278186915,0.8236470975777372,0.7083178098056612
2190,0.9136019484677016,0.9445453145289904,0.886258013062103,0.7796675624510027,0.7542300925870216,0.7787414119967424,0.7542300925870216,0.8554546854710097,0.918304299026522,0.8340560589975569,0.8774357037921824,0.7601754015191673
2395,0.9047207160481576,0.936870309504097,0.7403664326682667,0.8940730565571915,0.7613816289138179,0.7660839794726383,0.7613816289138179,0.8250347881078176,0.8326493996617441,0.8002617343490483,0.8062820444046519,0.7834437625555628
2781,0.9394104616510168,0.9394104616510168,0.8785133591348854,0.8836772063664593,0.8934300580241482,0.9209218027689344,0.8836772063664593,0.9241861985946056,0.990247148342311,0.9248485028948276,0.9241861985946056,0.8836772063664593
2814,0.93984296397017,0.8737406190081942,0.93984296397017,0.8465734530514656,0.8123773555837136,0.7873425674758959,0.8076750050248932,0.7200339951192692,0.7106292940016288,0.7200339951192692,0.7289152275388132,0.7301581859121388
2841,0.9609186813543532,0.969762564343008,0.9520747983656986,0.8827560440630599,0.8436747254174131,0.8436747254174131,0.8436747254174131,0.8773375410159663,0.9218373627087064,0.8917612929192675,0.8773375410159663,0.9061850448225688
2847,0.8222811727490754,0.8051965980269088,0.7763490942203064,0.628867702626374,0.8627524232451118,0.8735894293392987,0.8627524232451118,0.8627524232451118,0.7807003971521166,0.8627524232451118,0.8627524232451118,0.8627524232451118
2969,0.8831023635610004,0.8966944538498194,0.9190223513630316,0.8882662107925742,0.8687605074771962,0.8510216143900989,0.8687605074771962,0.8361049155008361,0.8687605074771962,0.8361049155008361,0.8361049155008361,0.8687605074771962
3013,0.9887855983715498,0.8469863974324535,0.950443305952378,0.9443372956772051,0.9064042401622726,0.9020607197375924,0.8680619477431011,0.9280145026954776,0.9323580231201576,0.9020607197375924,0.9064042401622726,0.8680619477431011
3054,0.8292136699685412,0.8047023505588203,0.8427972529469054,0.8212585880032575,0.5952976494411796,0.5923249949751067,0.5952976494411796,0.7059269434428084,0.6030537697866448,0.7101662187744986,0.713120507751234,0.6465734530514657
3172,1.0,1.0,1.0,0.7453488601674776,0.8106109285122912,0.7658039025322478,0.7839672312536595,0.8106109285122912,0.6681121179951137,0.6838648098010635,0.6563808359252697,0.7839672312536595
3259,0.9707863300314586,0.8893707059983711,0.8804894735788272,0.7776573235004072,0.6911004020911186,0.7088628669302064,0.6911004020911186,0.7542300925870216,0.8324480587836626,0.7542300925870216,0.7512941690996234,0.6911004020911186
3285,0.9609186813543532,0.9252627426502676,0.9711524961933976,0.8725222292240155,0.8827560440630599,0.8725222292240155,0.8827560440630599,0.8827560440630599,0.9218373627087064,0.8725222292240155,0.8827560440630599,0.8827560440630599
3413,0.9660839794726382,0.9737589844975316,0.936870309504097,1.0,0.9660839794726382,0.9737589844975316,0.9572027470530944,0.9660839794726382,0.952963471721404,0.9616433632628664,0.9660839794726382,0.9572027470530944
3423,0.8828756097776045,0.9056788195467288,0.8747500017132412,0.9187828553122184,0.9950215722988734,1.0,0.9950215722988734,1.0,0.9950215722988734,1.0,1.0,0.9918743919356368
3436,0.7952976494411795,0.6212585880032574,0.6399999999999999,0.5490042733301045,0.6584273399370825,0.6949992070114516,0.6406648750979949,0.7356640821094464,0.7440218458308935,0.7356640821094464,0.7262593809918056,0.5566792783549976
3471,0.7348224017217214,0.8407128909876734,0.725846071488578,0.6352262731822428,0.7626040391919722,0.7348224017217214,0.7626040391919722,0.7248655463194684,0.6352262731822428,0.7536277089588288,0.8079139383451397,0.7626040391919722
