algorithm,georisk
itemKNN,0.11107341380032479
BIAS,0.12306670119038185
userKNN,0.09823210777110271
SVD,0.10664587993467056
BIASEDMF,0.12660815950569734
BayesianRidge,0.1266343581170297
Tweedie,0.13999403053057322
Ridge,0.1332650883106956
RandomForest,0.11380644203201079
Bagging,0.14312425392144276
AdaBoost,0.1290111313617402
GradientBoosting,0.1544115010012514
LinearSVR,0.10423680547317725
