user,rmse,f1,ndcg,mae
127,0.8099862661015065,0.75,0.9896916885042134,0.6741088833661353
146,1.180334057264134,0.5714285714285714,0.8263520638431473,0.9818919811820573
173,0.9421548332215967,0.9032258064516129,0.7445453145289903,0.843872688806684
183,0.7864250713668888,0.9333333333333333,0.9003390853709647,0.7057645418856564
184,1.2747108467306725,0.5882352941176471,0.7856128713831484,1.1620593992201744
192,0.510216659170558,0.6666666666666666,1.0,0.42751963457092934
195,1.044216398737652,0.7692307692307693,0.851275803610286,0.7998091726142242
231,1.1194771361570248,0.875,0.9999999999999999,0.9761708136170562
343,0.9487770009469485,0.8666666666666667,0.8737406190081942,0.718678958987048
349,1.108133803559658,0.37037037037037035,0.6205486714774817,0.8817869159771845
424,0.9704746027745623,0.75,0.8250347881078176,0.7767727552424601
549,1.2423478920558628,0.4,0.6420772278479046,1.0017838353909805
624,1.135572054970979,0.717948717948718,0.7763490942203064,0.7938620049273242
648,1.1338896790084971,0.46153846153846156,0.5775351846020919,0.9093701005706596
667,0.9638878154052809,0.8,1.0,0.7234457407900481
678,0.5397814025120081,0.9166666666666666,0.9218373627087064,0.3479457976421886
752,1.411255924075934,0.06349206349206349,0.5965038768358303,1.1284760120153692
911,1.0932617895828334,0.5,0.8909351260101581,0.9980798408845458
937,1.8354322648985222,0.15384615384615385,0.4503341398255754,1.5775759507995923
953,1.0264614201184132,0.9166666666666666,0.9737589844975315,0.7582866161501128
1019,0.9198761362781213,0.0,0.6517177020496447,0.8173471773552664
1088,1.3732871145632886,0.5066666666666667,0.6554546854710096,1.0855279597762932
1101,1.238131058944485,0.3333333333333333,0.6064687776302425,1.036914389511288
1113,0.7448704552827353,0.8571428571428571,0.8412687627324101,0.6557987916633938
1121,0.8938152279492474,0.8527918781725888,0.8262410155024683,0.6522880681607794
1125,1.3161959607124638,0.32,0.5569040818014273,1.0798385536322546
1141,1.7926558803609565,0.5714285714285714,0.7400073945660648,1.5469124010531843
1164,0.8518965274629979,0.5454545454545454,0.990247148342311,0.7511004414539452
1203,0.8661833484802759,0.8571428571428571,0.9846407021569574,0.6536250420466784
1211,1.2420712259808186,0.75,0.8758852995918348,1.2025472433568243
1246,1.3234289262174557,0.10526315789473684,0.5707863300314586,1.0900996040100193
1274,1.0319909539017664,0.875,0.8542484580763589,0.8532984830593642
1301,1.0149315495753968,0.55,0.7280031395804576,0.8015053471943561
1303,1.5878607962957303,0.5333333333333333,0.5577864887740344,1.2384753654263154
1306,1.1212313927657476,0.8533333333333334,0.8457699074129783,0.873001480904927
1317,0.9728722233791535,0.47368421052631576,0.9099863463556914,0.8150831886393999
1340,1.4668001279996634,0.0,0.8192606755179817,1.4235118439526329
1348,0.9718071958929834,0.2857142857142857,0.7895442801407713,0.79166332106624
1352,0.9558161522221457,0.45454545454545453,0.8465734530514656,0.8330938086628998
1355,0.6192192869722263,0.9387755102040817,0.9707863300314586,0.5002623609149112
1421,0.841822622092469,0.8387096774193549,0.8097840731541861,0.6898440520024517
1425,1.5822460777152678,0.5535714285714286,0.49877540711601187,1.3181688454433744
1447,1.134699221985509,0.37037037037037035,0.780132300874889,0.8970317146200728
1451,1.1371348364754192,0.7027027027027027,0.6940730565571915,0.9203083152706281
1524,1.5280562716454928,0.75,0.966729899385163,1.0961587292858466
1556,0.8353688098028459,0.8571428571428571,0.9526358366220858,0.5769129421296629
1579,0.5781709438396826,0.5,0.9456560946584148,0.4395038419639137
1599,0.9781135133332185,0.8571428571428571,0.8785133591348854,0.5966011473473565
1605,0.38985984101892573,0.0,0.9999999999999998,0.32358585387533206
1645,1.3968868299332813,0.6666666666666666,0.728671835781107,1.1683513469364426
1647,0.9954154695124587,0.3333333333333333,0.5952976494411796,0.8179623411295842
1671,1.4376904791652214,0.75,0.7647607631680243,1.0969976412710032
1717,1.0824732705492628,0.6666666666666666,0.7606967763341688,0.8849303518799432
