analysis_type,group,method,metric,mean,ci_lower,ci_upper
fairness_gender,male,BIASEDMF,f1,0.7286279895736663,0.7225321557757854,0.7347238233715471
fairness_gender,male,SVD,f1,0.7272263320593361,0.7218601791050351,0.732592485013637
fairness_gender,female,SVD,f1,0.7068661316165672,0.6982266050953844,0.71550565813775
fairness_gender,female,BIASEDMF,f1,0.705350095228776,0.6965585896471184,0.7141416008104337
fairness_gender,male,NMF,f1,0.6945027942883487,0.6863104377160024,0.702695150860695
fairness_gender,female,NMF,f1,0.6801448737153788,0.6705035541120933,0.6897861933186643
fairness_gender,male,StochasticItemKNN,f1,0.6781458729782658,0.6702556598781709,0.6860360860783606
fairness_gender,female,StochasticItemKNN,f1,0.6633033004102684,0.653789032670221,0.6728175681503158
fairness_gender,male,LinearSVR,f1,0.6334714450939231,0.6276438919944319,0.6392989981934142
fairness_gender,male,GradientBoosting,f1,0.6262097721894907,0.6202557167838492,0.6321638275951322
fairness_gender,male,RandomForest,f1,0.6258054904287382,0.6198053552842874,0.6318056255731891
fairness_gender,male,Ridge,f1,0.6188540931192066,0.6130606459176134,0.6246475403207997
fairness_gender,male,BayesianRidge,f1,0.6187884937823764,0.6129923738989497,0.6245846136658032
fairness_gender,male,Bagging,f1,0.6187071169254812,0.6126895151037244,0.624724718747238
fairness_gender,male,AdaBoost,f1,0.6160390550448323,0.6094802680738133,0.6225978420158512
fairness_gender,male,Tweedie,f1,0.6026915598168945,0.5966330423149176,0.6087500773188713
fairness_gender,female,LinearSVR,f1,0.5816396194227018,0.570810469679239,0.5924687691661646
fairness_gender,female,GradientBoosting,f1,0.5733467405009127,0.5626106513879394,0.584082829613886
fairness_gender,female,RandomForest,f1,0.5727773078759131,0.561614117893108,0.5839404978587182
fairness_gender,female,Bagging,f1,0.567563080851185,0.5569787594212612,0.5781474022811088
fairness_gender,female,BayesianRidge,f1,0.5642892546924305,0.5528192903083602,0.5757592190765008
fairness_gender,female,Ridge,f1,0.5640750659252631,0.5525930295812597,0.5755571022692666
fairness_gender,female,AdaBoost,f1,0.5633060732940326,0.5513410589976124,0.5752710875904528
fairness_gender,female,Tweedie,f1,0.5460004321632992,0.5343239350294626,0.5576769292971357
