algorithm,georisk
SVD,0.5973312672598704
BIASEDMF,0.6108742369883011
NMF,0.5834401998407428
StochasticItemKNN,0.5475555560939921
BayesianRidge,0.5155893325349498
Tweedie,0.5055923616191697
Ridge,0.5155411825937746
RandomForest,0.5287453534269676
Bagging,0.5149941562683453
AdaBoost,0.5238114787116238
GradientBoosting,0.5283045024936311
LinearSVR,0.5281669443326031
