algorithm,georisk
SVD,0.6047494309284385
BIASEDMF,0.6092890491910339
NMF,0.5909597853179699
StochasticItemKNN,0.5675332875387997
BayesianRidge,0.522968079094059
Tweedie,0.5077319536955042
Ridge,0.5228707487749001
RandomForest,0.5208233610328329
Bagging,0.5156749070531972
AdaBoost,0.5289639386660538
GradientBoosting,0.5214388399856241
LinearSVR,0.5274973294588442
