user,SVD,BIASEDMF,NMF,StochasticItemKNN,BayesianRidge,Tweedie,Ridge,RandomForest,Bagging,AdaBoost,GradientBoosting,LinearSVR
127,0.4731667761074621,0.4966173658259832,0.5919096879165254,0.3525275002225941,0.4742200818658642,0.4733803503359281,0.4743285692910319,0.4634827522377735,0.574647887323944,0.4445933979752298,0.4516538927216526,0.4865101566434733
146,0.8794506770189333,0.9041520750315004,0.9262543578402456,0.9518635299204464,0.9955198741845156,1.0147314070503517,0.994727480167369,1.010842603043424,1.044600938967136,1.0015674867701705,1.0205214814626131,0.9889181132785728
169,1.205617975095665,1.0992160190146965,1.192336285146992,1.1075235692761043,1.046767099152241,1.0375275560080035,1.0487889770619847,1.0361233181195897,1.0965794768611672,1.059949084308687,1.066871878015819,1.0377175212457743
173,0.7121064750401146,0.7364136453786505,0.7446919638738932,0.6401053520094422,0.8651486302220953,0.8816504761649152,0.8655614188748618,0.8483096229669489,0.8973843058350098,0.8875544377314765,0.8615873178137193,0.8307932201122272
183,0.6986532345929239,0.7560430377194299,0.7158622687471267,0.8445403236962279,0.878605265433723,0.8961795312538245,0.87850018387443,0.8474573118911853,0.8614596670934701,0.8485950592395716,0.8534966216840388,0.8993903250195342
195,0.717599248129448,0.6913759837719424,0.7581111306495597,0.787399640820537,0.8246843072465556,0.8513723217607999,0.8242609220697443,0.8285207633139746,0.7909330985915493,0.8511640619702209,0.8337059917421125,0.8055963477601524
235,0.7085019477779709,0.6883272617752585,0.8078461956798734,0.920630780233979,0.8183369962267398,0.8530297163258157,0.8180652848774435,0.8032533438974048,0.840239109073043,0.8368887608000578,0.8186510411072621,0.7861756289482723
343,0.712213741313201,0.7179320221786046,0.8177472671057022,0.6656213427352969,0.6605187037774413,0.6795447918391158,0.6605654204357806,0.6482249204114028,0.7070422535211267,0.6446080431758856,0.6505655356052437,0.64992697168884
349,0.6611612632872197,0.63307267216897,0.705920644478068,0.8252941377417015,1.0584798704151437,1.0401301123579831,1.0587531352334592,1.0686091657897523,1.016599597585513,1.0626529874825883,1.0639693625168811,1.070398082437837
424,0.6802188407164851,0.6784351980277441,0.6469228097327938,0.7690378047581286,0.9005801638293037,0.8890296119342628,0.9007378931754756,0.8937312949302548,0.9099696216514775,0.886428734687776,0.8868092557925706,0.9131245007317444
442,1.0200191838161845,1.0548532573176388,1.0073243937755565,0.9383752140527588,0.8384093704313442,0.8394317107648771,0.8382927679231856,0.8623178540170907,0.8503521126760563,0.8676407317580725,0.8772249813344561,0.820408697087437
496,1.327448278913202,1.4559839512464294,1.5414316288541057,0.6621993926219346,1.3842664422585549,1.4166640253560092,1.3828162738992806,1.4108712139215576,1.2788732394366196,1.4403281291998282,1.377440073772274,1.2971345434239825
531,0.4213008762221977,0.4512908443679546,0.473323022760119,0.5117682318558274,0.888561319559546,0.8340528002310637,0.8888756285451405,0.8772664243265331,0.8751173708920189,0.8511404297212065,0.8715332352382845,0.9012221842891328
624,0.6893481920498229,0.714417321926852,0.7095294814469205,0.6394559304765067,0.7812998966443061,0.7907954247379394,0.7816385242188215,0.7855040891176504,0.7919334186939821,0.802947416318328,0.7784546629115323,0.771343070722341
641,0.679202400967815,0.6694066368258159,0.8169803980005498,0.701415327818749,0.8017793939005049,0.814037433958197,0.8017137929221052,0.8080888939131726,0.80005523336095,0.8190547422130156,0.8081521656409606,0.7917041363527154
648,1.30257175047492,1.2796314012980743,1.2863346995749008,1.861572435952504,1.388988875191148,1.4406184053151905,1.388034324026321,1.3468737723191182,1.3887323943661969,1.3557231481675582,1.3716681871308,1.3641599944605425
678,0.4820105011328658,0.5202819817806753,0.4925364597557995,0.7056365096307622,0.5100222862309847,0.5399704595426574,0.5092214058896827,0.4711872176305636,0.6338028169014085,0.468050200073053,0.496199545536084,0.5108403207705164
752,0.6222574626615327,0.7517843422193504,0.8542746590474488,0.6883686552877842,0.7525981488597484,0.682287208278226,0.7525074160723867,0.7491872192548327,0.8262910798122068,0.7299001013563563,0.745271474444829,0.7777625901246038
884,0.837980215775585,0.824428778618792,0.9628433737455856,0.9656543015953822,1.1546261263011792,1.1420823373365685,1.155291498252185,1.2238009264311076,1.1602112676056338,1.2330428231126045,1.2043715476043213,1.1434793789132995
911,0.4155197953172033,0.4183687758888559,0.5194354834495981,0.4182029833390919,0.5556275844732342,0.5672029349660945,0.5550924757734294,0.5581621264651516,0.6237424547283703,0.5619199944844359,0.5711023904073239,0.5451539824893151
930,0.9680350878954784,0.9562832398084486,1.0345567156352171,0.924253055584166,0.990245341309992,0.9570432265359822,0.9911367248250535,1.025336914530332,1.02280348759222,1.028095145913954,0.9965383487886864,0.9894245003117628
937,0.8243309483308977,0.8633723893363019,0.9287816846942396,0.8401543324887354,0.8394361786086452,0.8348289449828205,0.8397875625339518,0.8330713822687126,0.8039906103286384,0.8232399253613032,0.8210529234585805,0.8631952963797723
953,0.6310258544285798,0.5992924128811146,0.715657612392242,0.6267436760455832,0.7846249506225793,0.7722320081240098,0.784897511005944,0.8113408141692133,0.8309859154929575,0.8128472296535258,0.7957909788373355,0.7516050490347203
1019,0.8818673072267624,0.8555285533524459,0.735756670021915,0.9519293148263168,0.924748831040826,0.9000624729052791,0.9257471085749004,0.8851996161349793,0.875,0.8949605274281485,0.9335629478954264,0.9192987695596924
1051,0.9882956590045124,1.1905302583210486,0.859252756701343,0.8579045645102065,1.1048929689150022,1.0975304090943838,1.1031923087380957,1.1034459140858115,1.147887323943662,1.0663691099063628,1.10505770496888,1.1235765501042174
